2,@current I've got the live stream going #current....awesome!
2,Current TV is pretty cool. Streaming Twitter feedback #tweetdebate
2,#tweetdebate the first debate is about to start
2,#tweetdebate - good luck both candidates
2,I can't imagine McCaine beating Obama in a war of words. #tweetdebate
2,#tweetdebate Awesome first debate question
2,Obama +1 for swift and wise  #tweetdebate
2,+1 for Obama "Moving fast
2,Obama looks good. #tweetdebate #current
2,+1 for Obama having 4 clear objectives to his plan #tweetdebate
2,Looking forward to the twitter storm taking place tonight. #tweetdebate
2, Obama +1 for articulating his plans - initial & recognition #tweetdebate
2,Obama +1 on taxpayer protection and fair shake #tweetdebate
2,Obama +1 #tweetdebate
2,#tweetdebate +3 to Obama - the failed economy is because of the last 8 years of Bush and McCain's support for those policies
2,McCain +1 for plugging Kennedy #tweetdebate
2,+1 to Obama for trashing of the trickle down #tweetdebate
2,McCain +1 Kennedy comment #tweetdebate
2,Obama +1 for bullet pointing his bailout policy clearly #tweetdebate
2,Obama +2 for specifics #tweetdebate
2,+1 Obama #tweetdebate
2,+1 for mcCain #tweetdebate
2,1st impressions: Obama has come across as more presidential and articulate. #tweetdebate
2,+Obama for giving a clear concise answer to the first question 
2, +1 for Lehrer for calling them both back on track re: recovery plan #tweetdebate	MaThurrell	Maria Thurrell	2	2	2	2
2, @jowyang #tweetdebate +1 for Obama too for clear objectives but both are still not that clear where they stand.	martinbowling	martinbowling	2	2	3
2, I <3 lehrer #tweetdebate great move of repeating question	c4chaos	~C4Chaos	2	2	2	2
2, however no dependency on oil would be ideal #tweetdebate	starweaver		4	2	2	4
2, +1 for Jim Lehrer for being a great moderator
2,+2 for Obama making eye contact with the camera #tweetdebate
2,Obama +1 for equating Republicans with anti-regulation #tweetdebate
2,Obama +1 pt: We need more responsibility but not just during a crisis. #tweetdebate
2,#tweetdebate 21st century framework- I like that and it resonates with me as a future minded strategist & leader @barrackobama
2,mccain +1 for having a sense of humor (he heard him) #tweetdebate
2,Obama +3 for wanting responsibility all the time #tweetdebate
2,Obama: +2 for saying "we need responsibility all the time
2,Obama +1 for calling Mccain out on his history against oversight #tweetdebate
2,@nohype good point!
2,+3 McCain for looking Presidential #tweetdebate
2,Obama +1 for holding McCain accountable for his recent record #tweetdebate
2,+1 pt for McCain for his first direct answer #tweetdebate
2,McCain +1 quotable "I have a fundamental belief in the strength of the American worker." #tweetdebate
2,#tweetdebate +1 for Obama for shooting straight to the root of the ideological issue. +1 for McCain for admitting the Republican failure.
2,McCain +3 quotable - symptoms of this "disease" he calls it - resp. to runaway. spending #tweetdebate
2,Mccain +1 for directly differentiating his fiscal policy against Obama (cut spending) #tweetdebate
2,+1 Obama for calling out the $$ in tax cuts vs $$ in earmarks #tweetdebate
2,Obama +2 for putting earmarks in perspective #tweetdebate
2,@current #current +1 Obama for bringing up corporate tax cuts at the expense of the middle class. Growing from the bottom up. I like it.
2,Obama +1 for tax comment #tweetdebate
2,McCain +1 for blowing the whistle on pork barrel spending #tweetdebate
2,Obama +2 300 billion dollars wow Tax cut for ordianry American  #tweetdebate
2,Grow the economy from the bottom up. +3 to Obama for a nice sound bite. #tweetdebate
2,#tweetdebate -1 for McCain for repeating a lot of his talking points *verbatim* he already used since the Republican convention.
2,Mccain +2 for successful counter to Obama #tweetdebate
2,mccain +2 when obama suspended spending #tweetdebate
2,Mccain +1 "I want to cut spending and taxes" #tweetdebate
2,+1 Obama for giving specific data and clearly identifying is plan 
2,+2 pts for Obama for pouncing back on McCain #tweetdebate	tayari	Tayari Jones	2	2	2
2,+10 Obama for calling out the tax breaks given for outsourcing!!! #tweetdebate	CarriBugbee	Carri Bugbee	2	2	2
2,@current #current THe candidates are starting to interact more with each other. This is good.	sairy	Sarah Granger	2	2	2	2
2,#tweetdebate +2 for Obama re middle class income decline	gwfrink3	George Frink	1	2	2
2,Obama +2 for telling McCain what's up. #tweetdebate	mabraham1	mark andrew abraham	2	2	2
2,+1 obama for saying removing earmarks not only way to get back on track #tweetdebate	davidweiner	davidweiner	2	2	2
2,Obama +2 for tackling headon the McCain lie about raising taxes #tweetdebate	themurmish	A. Murmann	4	2	2
2,Agreed we can't afford another four #tweetdebate	NTWhite	NTWhite	2	1	2
2,#tweetdebate oops... should have been +2 Obama clarifies McCain's fuzzy m	LtRandazzo	Tony Randazzo	2	2	3
2,+1 McCain for further explaining the tax plan that Obama is harping on. #tweetdebate	CarriBugbee	Carri Bugbee	2	2	3
2,Obama +1 for laying out his own plan accurately and rebutting earmarks #tweetdebate	damnneargenius		2	2	3
2,Face it Obama is going to win regardless of debates
2,#tweetdebate Sen O doesn't know what "rich" is. How many houses does McPain have again?
2,Sen McCain would be a very popular President - $5000 tax refund per family!  #tweetdebate
2,Mccain +2 for McCain's sticking $932 MILLION to Obama
2,Obama +1 for good response to tax / rich challenge #tweetdebate
2,Obama +2 for successful response to the business tax issue #tweetdebate
2,+2 Obama for not letting McCain off the hook re: tax cuts #tweetdebate
2,Obama +3 for loop hole's. That's exactly how it is! #tweetdebate
2,+5 Obama for teling the truth about business taxes. You just want to add a tax benefit ON TOP of the loopholes #tweetdebate
2,+1 Obama calling out taxation on health benefits #current #tweetdebate
2,Obama +2 better argument comp to Mccain
2,#tweetdebate 95 percent of you will get a tax break.  +5 for Obama's detail
2,they're both getting a little fired up.  #Tweetdebate
2,Obama +3 zing taxes on health care benefits #tweetdebate
2,+1 mccain for saying "festooned" #tweetdebate
2,McCain +1 for using concrete examples. #tweetdebate
2,McCain +3 liking his proposed tax system #tweetdebate
2,Current TV stuff is kind of neat
2,Obama +1 for wanting to close corporate tax loopholes - not just cut taxes. #tweetdebate
2,+1 obama for mentioning $4b oil co tax cuts   #tweetdebate
2,#tweetdebate Obama is insisting that McCain back up his claims with facts.
2,#tweetdebate McPain is getting pwnd ahahah
2,Obama +3 quotable - "energy indepedence" ok. #tweetdebate
2,vote obama!#tweetdebate
2,Obama energy independence +3 #tweetdebate
2,Obama +1 for asserting clear priorities #tweetdebate
2,#tweetdebate Obama mntions energy independence and health care as budget priorities -- also education
2,Yes
2,Obama +2 for education and science and infrastructure comment #tweetdebate
2,Obama +1 for infrastructure. #tweetdebate
2,whoa! Obama "broadband lines"  think Mccain caught that? #tweetdebate
2,New electrical grid - interesting - I haven't heard Obama talk about that before #debate08 #tweetdebate #current #momocrats
2,+1 mccain talking about how far obama is across the aisle #tweetdebate
2,Obama +3 for having most liberal voting record #tweetdebate
2,mccain +1 for eliminating ethanol subsidies #tweetdebate
2,+5 Obama for alt energy
2,McCain +3 for good sound bite about reaching so far across the aisle from that far left #tweetdebate
2,#3 Obama #tweetdebate Obama commits to broadband for rural areas. thats the #1 priority for Coos Co. NH. @blendahtom @kramsey
2,McCain +1 for use of the word "festooned" #tweetdebate
2,#tweetdebate We have to do away with no-bid contracts
2,+1 Lehrer calling out both candidate's lack of commitment to change #tweetdebate
2,+2 Obama math
2,I know how to do this I can fix this" damn you!  #tweetdebate #current
2,McCain +2 defense spending cuts #tweetdebate
2,+1 McLehrer. I think Jim wins the debate. McLehrer for president! #tweetdebate
2,Obama +2 for crediting McCain where they agree. #tweetdebate
2,Obama +3 clearly saying 'what he will give up or not" re: energy etc. #tweetdebate
2,+2 lehrer for calling them on their lack of cajones  to suggest new plans for bailout  #tweetdebate
2,+3 Obama for alt energy
2,Obama +3 "Me being liberal
2,Google for gov't - good sound bite from Obama. #tweetdebate
2,@current #current +1 for bringing your successes with people from across the aisle. Nice comeback from McCain attack +1 Obama
2,Obama +1 for pushing transparency #tweetdebate
2,+3 obama for pointing out liberal voting record = opposing bush policies #tweetdebate
2,Lehrer +10 for calling both of them out on not answering the question #tweetdebate
2,#tweetdebate +2 for Obama for pointing out that McCain's health care plan will start taxing health insurance benefits
2,Obama +2 hatchet instead of scapel #tweetdebate
2,#tweetdebate Niiice
2,Obama +2 for successful rebuttal of simplistic solutions #tweetdebate
2,Obama +3 for Google for govt idea #tweetdebate
2,+3 Obama for quotable sound bite
2,#tweetdebate I like the hatchet/scalpel line.
2,+3 Obama #tweetdebate  putting priority on children and education
2,Obama +1 for a clear
2,Lerher is bringing the heat w/ questions. #current #tweetdebate
2,great examples by Obama #tweetdebate
2,Obama +3 comparing plans to rosevelt's accomplishments #tweetdebate
2,That's a great answer Barack! #obama #current
2,@JustinGunn this is the coolest thing I've seen on TV since the pilot episode of Heroes :-)
2,Obama +1 for first to bring up "values #tweetdebate
2,@current Google versus terrorists
2,+3 Obama for quoteable. Mccain is a hatchet I am a scapel comment. #tweetdebate
2,At least Obama is stressing this healthcare issue #tweetdebate
2,+2 Obama for clearly articulating that he will cut spending and saying how. #tweetdebate
2,+10 to Obama for pointing out that he will not leave out healthcare on a spending contraction #tweetdebate
2,#tweetdebate - McCain calls for a spending freeze! - that's what conservatives (and other fiscally responsible Americans) want to hear.
2,#tweetdebate +3 for Obama... spending freeze is you're using a hatchet when you need a scapel
2,obama +2 for not reacting with mccain-like annoying smile while listening #tweetdebate
2,+3 obama #tweetdebate for mentioning health care first. where IS that issue in all this discussion of priorities ?? McCain has no plan
2,@Condoulo but I do like @phillyd sxephil's plan of her hot legs. That's a good youtube video
2,Mccain +2 for dinging Obama on his high-cost health care policy #tweetdebate
2,McCain +1 spending china #tweetdebate
2,#tweetdebate If there's anyone here who thinks there aren't gov agencies who can't be cut
2,+2 for Obama going after McCain on budget spending & voting 90% of the time with GWB #tweetdebate
2,+1 obama for saying orgy #tweetdebate
2,@current #current YES! Obama hits McCain hard on controlling spending. SCORE +1 Obama
2,Obama +3 for "Orgy of spending." #tweetdebate
2,Obama +3 for holding the reps responsible! #tweetdebate
2,orgy of spending good soundbite from Obama #tweetdebate
2,+2 to Twitter for handling this so well (so far). #tweetdebate
2,#tweetdebate: Obama +2 for calling McCain out publicly on "government let spending get out of control"
2,Obama +2 ok..nice rebuttal - but #tweetdebate
2,+3 Obama for linking McCain to Bush's spending #tweetdebate
2,Orgy of spending. We should all start using the word "orgy" more often. #tweetdebate
2,#tweetdebate THAT'S how you hit back Obama. Keep that up!
2,Good job to Obama for pointing out the cognitive dissonance with McCain on his spending issue #current #tweetdebate
2,oooh. obama is fixin to out-maverick The Maverick! #current #tweetdebate
2,Mac is cracked if he thinks the Iraqis are EVER going to see U.S. as a friend.  They could give a sh*t.  #tweetdebate
2,@BarbaraNixon Trumps "festooned" :)
2,Mccain +1 for bringing to light recent successes in Iraq #tweetdebate
2,+1 Obama calling out costs of this Iraq war!! #tweetdebate
2,#tweetdebate +3 "eye off the ball" for Obama
2,-2 McCain predicting winning in Iraq before war is over   #tweetdebate
2,Obama +3 use military wisely quotable #Tweetdebate
2,Obama +2 we need to use the military wisely #tweetdebate
2,#tweetdebate
2,McCain +1 for response to Obama on Iraq War #tweetdebate
2,+2 Obama for saying that the US shouldn't have gone to Iraq in the first place and that it's a waste of money and lives. #tweetdebate
2,+2 Obama for rebutting war successes with Afghanistan and bringing up the cost/inefficiency of the war #tweetdebate
2,ORGY OF SPENDING! - Obama +2 for quote-of-the-night. #current #tweetdebate
2,ooh. i love it when obama says
2,+1 Obama for clear
2,+2 pts for Obama countering McCain on the war on Iraq in the Senate committee #tweetdebate
2,Senate Inside Baseball -- another good soundbite for Obama #tweetdebate
2,Obama +1 on timing of when the war started comment #tweetdebate
2,@wrekehavoc +3 to wreke for humorous asides #tweetdebate
2,retweet Obama +2 countering that the issues McCain brought up don't go thru his subcommittee #tweetdebate
2,Obama +2 for once again schooling McCain. #tweetdebate
2,McCain +2 for pointing out that Obama hasn't been to Iraq. #tweetdebate
2,+3 Obama #tweetdebate the war started in 2002. Obama makes the point on judgement
2,+1 obama
2,-1 Obama dodging McCain
2,McCain -3 they are winning? what is he on? IRAQ? #tweetdebate
2,+2 pts for Obama going after McCain for funding of the troops...timetable or no timetable? #tweetdebate
2,+4 Obama for addressing McCain directly on war in Iraq #tweetdebate
2,+1 Obama explaining attacks that he voted to cut spending for troops #tweetdebate
2,+1 for obama's eyemakeup #tweetdebate
2,#tweetdebate -1 para Obama por decir que Bin Laden "seguÃ­a libre" antes de la guerra con Afganistan y no decir que "sigue libre" aÃºn Â¬_Â¬
2,+3 Obama sound bite I absolutely understand the difference in strategy and tactics!  #tweetdebate
2,obama - +1 for more troops in Afghanistan #tweetdebate
2,FACT Obama used "Wildest Dream" when talking to Bill O'Reilly
2,+3 Obama sound bite I absolutely understand the difference in strategy and tactics #tweetdebate
2,Obama +3 - ok.. definitely about the whole "why we are at war with Iraq = strategic mistake #tweetdebate
2,Obama +2 "strategic mistake" #tweetdebate
2,Obama +1 for using "strategic" correctly. :) #tweetdebate
2,Obama +2 reasserting his "strategic" plans back in McCain's face #tweetdebate
2,-3 "peace and prosperity are coming to Iraq" #tweetdebate #current
2,Obama is not anti-war.  Never has been.  Just anti dumb strategy. # Current #debate08 #tweetdebate
2,#tweetdebate #current #debate08 Great debate Live Blog on www.mlive.com/grpress check it out!
2,#tweetdebate -1 Obama for letting McCain ruffle his feathers here and there. There are better ways to manage annoyance.
2,Obama +2 for bringing in Pakistan #tweetdebate
2,Obama +1 for more details in explaining the situation and laying out his plans. #tweetdebate
2,McCain +2 for pointing out relevancy of our leaving Afghan in the lurch after Russia left. #tweetdebate
2,McCain is calm
2,+1 Mccain for admitting being wrong #tweetdebate	jessbruder	jessbruder	2	2	2
2,+2 obama for pronouncing middle eastern countries correctly #tweetdebate	Tiak	Robert Picone	2	3	2
2,+1 Obama on Afghanistan #tweetdebate	kayce_m	kayce_m	2	2	2
2,McCain +3 for pull the trigger soundbite #tweetdebate	sk8bette	sk8bette	2	2	2
2,@Flap Yup
2,McCain admits a mistake; though I'm an obama fan
2,If you have to do things, You have to do things:  Brilliant! #tweetdebate #current
2,McCain +3 for teling Obamanot to threaten Pakistan on TV #tweetdebate
2,+1 mccain for taking obama to task about telegraphic Pakistan incursions  #tweetdebate
2,McCain +1 for leveraging his first-hand experience with Pakistan. #tweetdebate
2,+1 Obama clarifies his comments about taking out Bin Laden #tweetdebate
2,Obama +2 come back fr Mccain re: Pakistan #tweetdebate (I am yawning now LOL)
2,+1 McCain for pointing out that Obama supports making strikes in Pakistan against the gov'mnt wishes #tweetdebate
2,@esonnenberg I love *LOVE* that the two of us hear the same thing & take it two different ways. It's what makes America great. #tweetdebate
2,You have to admit
2,Obama +3 coming from you who sings songs about bombing Iran
2,@mabraham1 u couldn't be more wrong. obama is killin it. #current #tweetdebate #debate08
2,That was so awesome.. Bomb Bomb bomb Iran! #election08 #Tweetdebate #debates08
2,#tweetdebate Obama's relaxing. Good.
2,Obama +3 nailing it on Pakistan #tweetdebate
2,Ohhh... +3 Obama for his analysis of our relations with dictator Musharuf in Pakistan
2,+1 for Obama's description of Pakistan #tweetdebate
2,McCain +1 ok.. bring "reagan" and you get a point
2,here is where McCain's first hand history is helping  #tweetdebate
2,obama +2 for a successful counterpoint to opponents assertion regarding tax loop holes for smb #tweetdebate
2,Obama +2 for showing a nuanced understanding of Pakistani politics and for bringing up Mccain's ridiculous "bomb Iran" comments #tweetdebate
2,#tweetdebate - I seriously thought Obama would dominate the debate
2,I wish McCain had been like this at that atrocious Republican convention - drill baby drill - #tweetdebate
2,McCain +1 for bringing a "story" that's touching re: son enlisted bagdad.killed #tweetdebate
2,Obama +1 good retort!! Make sure no other mother goes through what I am going through. #current #tweetdebate
2,McCain is bringing tears to my eyes  with the military family stories.  #current #tweetdebate
2,+3 pts for Obama's soundbite about honoring the troops. #tweetdebate
2,#OBAMA WITH THE SLAAAAAAMMM!!!! 'no US soldier dies in vain' +3 #tweetdebate
2,We could have won Vietnam! # Current #debate08 #tweetdebate
2,Obama +1 nice come back with bracelet story bk "honor all the service prov" & ret with better question +2 #tweetdebate
2,Obama +2 for "I have a bracelet
2,Obama +2 for the counter story
2,Obama can actually respond intelligently to these questions. #current #debate08 #tweetdebate
2,love the #tweetdebate function off twitter.  Hilarious commentary going on.
2,Obama +3 "You don't muddle through the central front of terror." #tweetdebate
2,#obama: 'you don't muddle through afghanistan
2,@matttbastard I'll drink to that.
2,loving everyone's debate observations at #current
2,#current #tweetdebate is it me or is Obama gaining control of foreign policy discussion?
2,Obama +1 for the interesting pronunciation of Pakistan. #tweetdebate #debate08
2,#tweetdebate  a league of democracies
2,McCain +1 for pointing out we need allies in handling Iran #tweetdebate
2,Obama +3 dor bringing up Iraq vs. Iran fact! #tweetdebate
2,#tweetdebate +2 Obama for actually looking at McCain when he makes a point
2,#tweetdebate +3 Purple Tie!!
2,+2 Obama for showing an understanding of Middle East politics as a whole #tweetdebate
2,@seasonothebitch Yup. We have always been down with Eastasia...
2,macain +1 for continuing to date himself #tweetdebate
2,+1 pts for Obama's need for talking to allies & trade partners of Iran to help change Iran's nuclear ambitions. #tweetdebate
2,Obama +2 for a clear
2,oddly enough
2,@arpit #tweetdebate He was asked about Iran
2,+1 pts for McCain going after Obama for talking with evil leaders without preconditions. #tweetdebate
2,@current keep up the good work.. I bet your getting slammed
2,Mccain +1 ok.. for your efforts in pron. names #tweetdebate
2,+2 Mccain for understanding that history applies to the present #tweetdebate
2,#tweetdebate Kissenger can't leave the the country because he will get arrested in some countries... good one mccain
2,+2 Obama for clear  understanding of Iran/middle east issues #tweetdebate
2,+1pt for Obama saying "I reserve the right to meet w/whoever at the time of my choosing as president of US". #tweetdebate
2,Obama +2 fo tea with Ahmadinejad #tweetdebate
2,Obama +3 for using McCain's advisers against him. #tweetdebate
2,+3 Obama  sound bite: it doesn't mean you invite them for tea  #tweetdebate
2,+1 Obama - acknowleding that he was called "naive" #tweetdebate
2,+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current
2,+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current
2,Obama +2 on international policy. he's rocking this one! #tweetdebate
2,#tweetdebate I'm glad Obama's getting a chance to address this precondition thing.
2,+1 obama on preconditions and tea
2,@elaineschoch Totally justified. Your husband will understand.
2,+3pts for Obama: Talk first...if that doesn't work
2,Obama +2 for bringing up Spain fiasco #tweetdebate
2,Obama +1 pointing out McCain's bizarre statement regarding meeting prime minister of Spain #tweetdebate
2,want a t-shirt too! #tweetdebate
2,Sen. Obama, can you see Russia from your house??? #current #debate #tweetdebate
2,+2 Obama "The notion that we would sit with Akmujinadad and let him spew out bile comments without saying anything is wrong." #tweetdebate
2,#tweetdebate I like the debate format so far.  At least there is some back-and-forth.
2,+5 Obama for understanding that  conversation is key. #tweetdebate
2,Obama +2 for loose nukes in Russia #tweetdebate
2,obama +3 he seems to have done his homework on Russia good job #tweetdebate
2,#tweetdebate obama
2,+3 pts for McCain saying "I see three initials in front of Putin's name...a K
2,Mccain +2 for clearly understanding the situation in Russia #tweetdebate
2,McCain +2 for KGB soundbite and for access to facts (accurate or not) #tweetdebate
2,+1 Obama for being clear about dealing with Russia #tweetdebate
2,He pronounced that one right! One for two on the foreign leaders
2,mccain +1 for pronouncing the President of Georgia's name - although I have no idea if he said it correctly #tweetdebate
2,+3 McCain for knowing obscure Ukrainian places and people #tweetdebate
2,love the Tom Clancy suggestion!!  :-P  #tweetdebate
2,using the rating say (1-5) is interesting too  TheDailyDG: Obama +2 for bringing up Spain fiasco #tweetdebate
2,Obama +1 for alternative energy! #tweetdebate
2,+2 good comeback Obama
2,#tweetdebate McCain's doing quite well on the Georgia issue. Obama's response is decisive & knowledgeable. They both sound presidential.
2,@dalbee agreed. +1 for obama. #tweetdebate
2,@current #current My inner hippie is coming out. I'm glad we're getting to alternative energy now.
2,Obama +1 ok again with energy indep. #tweetdebate
2,Obama +2 clarifying what he is objecting #Tweetdebate
2,+2 Obama
2,+2 Obama for pointing out that he was never opposed to nuclear waste
2,1pt for McCain on another 9/11 attack..."we are a safe nation but far from safe". #tweetdebate
2,@BevJack what does Obama think about delta airlines #current #debate08 #tweetdebate #mccainshot #obamashot
2,McCain is against torture again. That's nice ... looked like he was supporting Bush for a while. #current #tweetdebate #debate08
2,I'll give +2 to McCain for bringing up TORTURE and not calling it harsh interrogation tactics #tweetdebate #cu09
2,Obama +2 For port security #tweetdebate
2,Glad to NOT hear 'in a post-9/11 world' #current
2,Obama is a great face for our country
2,Loving watching all these great tweets during the debate! Thanks @current and @twitter! #current
2,mccain as president= torture #current #debate08
2,There's a lot of work still to be done with homeland security. New report from @Heritage and CSIS. http://is.gd/3cg2 #debate08 #current
2,#current Nice block and bridge Sen. Obama
2,#tweetdebate Obama definitely seems to be winning among Twitterers using the #tweetdebate tag.
2,John Kerry
2,Obama won this from the handshake #current
2,Obamba kicked ass-especially with Afghanistan #current
2,+1pt for Obama wanting to restore our image to the world. #tweetdebate
2,McCain has the smile of success on his face. #current #debate08
2,RTbmaleszyk   Obama +2 for understanding how energy independence relates to our foreign policy in Russia #tweetdebate #current
2,#current "Restore America's Standing in the World" now I buy that! Go Obama.
2,@current #current Im more convinced now than I was before about who I will vote for. I guess that's something - but I had already decided b4
2,the flat American accent is DEFINITELY going to help McCain.  Barak is being too timid.  Average people need to see an Alpha Male. #current
2,yes. thank you obama. we need to restore our standing in the world. #current #mccainshot #obamashot
2,#debate08 #current The world likes Obama therefore we should vote for him.
2,Good point
2,#current Obama's job was to appear Presidential and measured.Anyone want to challenge that he succeeded?
2,-1pt for Obama continuously praising McCain. #tweetdebate
2,+5 obama restoring view of US around the world  #tweetdebate
2,oohh
2,+3 Obama for bringing up the need to restore our image in the world #tweetdebate
2,Obama-"The way we are percieved in the world is what will make things work." I kinda agree... #current
2,Whoever wins...Let's move away from the whole "with us or against us" idea #current
2,Obama +1 for emphasizing importance of restoring US reputation #tweetdebate
2,#current Obama demanded the debate (good decision) but seems to have been more prepped for economy than foreign affairs
2,shining beacon 
2,Obamas body language seems of that of an arrogant prick. Constantly "looking down" on McCain #current
2,#current #debate08 Vote Obama 2008! He knows what he is talking about without actually going there.
2,obama is doing better #current
2,McCain +1 for pointing out need to stop prison torture #tweetdebate
2,#current #debate08 star wars is baaaaack....
2,#tweetdebate McCain showing his experience quoting Ronald Regan
2,If McCain looses this debate he will cuss Obama out!!!! #current
2,OBAMA U ROCK! #CURRENT "j tap"
